index,name,address,city,zip,phone,email,full_address,website,OT,ST,PT,DT,EI,ABA,CBT,Pharmacotherapy,DialecticalBehavioralTherapy,SocialSkillsGroup,InHomeTherapy,OnSiteTherapy,School,Grades,ISBE,Tutoring,Ages,Insurance,Diagnosis,Arts,Dentist,AdultTransitional,Employment,AdultLiving,Business,Sibling,Other,lng,lat,coords
69,"Cawn/Krantz & Assoc., Ltd.",650 Academy Dr.,Northbrook,60062,847.480.8890,caroline@cawn-krantz.com,"650 Academy Dr. Northbrook, IL 60062",http://www.cawn-krantz.com/,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,,,N,0-18,Y,N,Y,N,N,N,N,N,,,-87.8576159,42.14219,"(42.14219, -87.8576159)"
70,Aspire Careers and Living,4110 Litt Dr.,Hillside,60162,(708) 236-0979,info@aspirechicago.com,"4110 Litt Dr. Hillside, IL 60162",https://www.aspirechicago.com/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,21 AND UP,,N,Y,N,Y,Y,Y,N,,,-87.88702440000002,41.8803429,"(41.8803429, -87.88702440000002)"
71,Aspire Living,9901 Derby Ln.,Westchester,60154,(708) 547-3560,living@aspirechicago.com,"9901 Derby Ln. Westchester, IL 60154",https://www.aspirechicago.com/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,21 AND UP,,N,Y,N,Y,Y,Y,N,,,-87.870511,41.8623235,"(41.8623235, -87.870511)"
72,"Cawn/Krantz & Assoc., Ltd.",2319 N. Orchard St. ,Chicago,60614,847.480.8890,caroline@cawn-krantz.com,"2319 N. Orchard St.  Chicago, IL 60614",http://www.cawn-krantz.com/,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,,,N,0-18,Y,N,Y,N,N,N,N,N,,,-87.6460084,41.9243044,"(41.9243044, -87.6460084)"
73,Children's Therapy & Rehab Specialists,"790 Fletcher Dr., Ste. 101",Elgin,60123,847.697.7800,info@childtherapyrehab.com,"790 Fletcher Dr., Ste. 101 Elgin, IL 60123",http://www.childtherapyrehab.com/,Y,Y,Y,N,N,Y,N,N,N,N,N,y,N,,,N,0-18,Y,N,n,n,n,N,N,n,,,-88.3355452,42.0538622,"(42.0538622, -88.3355452)"
74,Children's Therapy & Rehab Specialists,"2031 E. Grand Ave., Ste. 100",Lindenhurst,60046,847.265.1460,info@childtherapyrehab.com,"2031 E. Grand Ave., Ste. 100 Lindenhurst, IL 60046",http://www.childtherapyrehab.com/,Y,Y,Y,N,N,Y,N,N,N,N,N,y,N,,,N,0-18,Y,N,n,n,n,N,N,n,,,-88.03364739999999,42.409591,"(42.409591, -88.03364739999999)"
75,Children's Therapy & Rehab Specialists,424 N Rand Rd.,North Barrington,60010,847.756.2680,info@childtherapyrehab.com,"424 N Rand Rd. North Barrington, IL 60010",http://www.childtherapyrehab.com/,Y,Y,Y,N,N,Y,N,N,N,N,N,y,N,,,N,0-18,Y,N,n,n,n,N,N,n,,,-88.11259129999999,42.2327382,"(42.2327382, -88.11259129999999)"
76,Communication Clubhouse,2901 Finley Rd. #102,Downers Grove,60515,630.495.6800,admin@communicationclubhouse.com,"2901 Finley Rd. #102 Downers Grove, IL 60515",http://communicationclubhouse.com/,Y,Y,Y,N,Y,N,N,N,N,Y,y,y,n,,,N,0-18,Y,N,N,N,N,N,N,N,,,-88.0250734,41.8364058,"(41.8364058, -88.0250734)"
77,Communication Clubhouse,4958 N Milwaukee Ave.,Chicago,60630,773.205.8505,admin@communicationclubhouse.com,"4958 N Milwaukee Ave. Chicago, IL 60630",http://communicationclubhouse.com/,Y,Y,Y,N,Y,N,N,N,N,Y,y,y,n,,,N,0-18,Y,N,N,N,N,N,N,N,,,-87.7638686,41.97098090000001,"(41.97098090000001, -87.7638686)"
78,Kids in Motion,4721 Midlothian Tpke. Ste 25,Crestwood,60445,708.371.7007,frontdesk@kidsinmotion.org,"4721 Midlothian Tpke. Ste 25 Crestwood, IL 60445",http://www.kidsinmotion.org/,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,,,N,0-18,,N,N,N,N,N,N,N,,,-87.7357062,41.6381121,"(41.6381121, -87.7357062)"
79,Imagine Pediatric Therapy,606 W. Roosevelt Rd.,Chicago,60607,312.588.5050,info@imaginepeds.com,"606 W. Roosevelt Rd. Chicago, IL 60607",http://www.imaginepeds.com/,Y,Y,y,N,N,N,n,N,N,N,n,y,n,,,n,0-12,y,n,n,n,n,N,N,n,,,-87.6424146,41.8675113,"(41.8675113, -87.6424146)"
80,Hatter Pediatric Occupational Therapy Services,2176 Gladstone Ct. Ste A/B,Glendale Heights,60139,630.715.0095,ahatterot@att.net,"2176 Gladstone Ct. Ste A/B Glendale Heights, IL 60139",none,Y,Y,N,N,N,N,n,N,N,N,n,y,n,,,n,0-18,y,n,n,n,n,N,N,n,,,-88.08526719999999,41.9386894,"(41.9386894, -88.08526719999999)"
81,Kids Can Do Inc.,19100 S. Crescent Dr. Ste. 101,Mokena,60448,708.478.5400,info@kidscando.org,"19100 S. Crescent Dr. Ste. 101 Mokena, IL 60448",https://www.kidscando.org/,Y,Y,Y,N,N,N,n,N,N,Y,y,y,n,,,n,0-18,y,n,n,n,n,N,N,n,,,-87.87453789999999,41.5422149,"(41.5422149, -87.87453789999999)"
82,Kids in Sync,2211 Elston Ave. Ste. 102,Chicago,60614,773.235.5070,info@kids-in-sync.com,"2211 Elston Ave. Ste. 102 Chicago, IL 60614",https://www.kids-in-sync.com/,Y,N,N,N,n,N,n,N,N,N,y,y,n,,,n,0-18,y,n,n,n,n,N,N,n,,,-87.6723681,41.9220998,"(41.9220998, -87.6723681)"
83,Kids in Sync,420 Frontage Rd. Ste. 200,Northfield,60093,847.784.9115,info@kids-in-sync.com,"420 Frontage Rd. Ste. 200 Northfield, IL 60093",https://www.kids-in-sync.com/,Y,N,N,N,n,N,n,N,N,N,y,y,n,,,n,0-18,y,n,n,n,n,N,N,n,,,-87.769519,42.102992,"(42.102992, -87.769519)"
84,LaRabida Children's Hospital,6501 S. Promontory Dr.,Chicago,60649,773.256.5957,,"6501 S. Promontory Dr. Chicago, IL 60649",http://larabida.org/page-premier-kids,Y,Y,Y,Y,Y,N,n,N,N,N,y,y,n,,,n,0-6,y,n,n,n,n,N,N,n,,,-87.57148529999999,41.7774249,"(41.7774249, -87.57148529999999)"
85,Leep Forward,1280 W. Washington Blvd.,Chicago,60607,312.624.8750,lorell@leepforward.com,"1280 W. Washington Blvd. Chicago, IL 60607",http://www.leepforward.com/,Y,Y,N,Y,Y,N,n,N,N,Y,y,y,y,pre-k-3,,n,,y,n,n,n,n,N,N,n,,,-87.6598242,41.8832113,"(41.8832113, -87.6598242)"
86,Lumiere Children's Therapy,811 W. Evergreen Ave. Ste. 404,Chicago,60642,312.242.1665,info@lumierechild.com,"811 W. Evergreen Ave. Ste. 404 Chicago, IL 60642",http://lumierechild.com/,Y,Y,Y,Y,Y,N,y,N,N,Y,y,y,y,pre-k,,n,0-18,y,n,n,n,n,N,N,n,,,-87.64878700000001,41.906123,"(41.906123, -87.64878700000001)"
87,Oak-Leyden Developmental Services,411 Chicago Ave.,Oak Park,60302,708.524.1050,info@oak-leyden.org,"411 Chicago Ave. Oak Park, IL 60302",http://oak-leyden.org/childrens-services,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,,,N,all ages,y,?,y,n,y,N,N,n,,,-87.78551780000001,41.894299,"(41.894299, -87.78551780000001)"
88,Oak Tree Development Center,1640 N. Wells St. #103,Chicago,60614,312.642.4300,oaktree@oaktreekids.com,"1640 N. Wells St. #103 Chicago, IL 60614",http://www.oaktreekids.com/,Y,Y,Y,N,Y,N,n,N,N,Y,y,y,n,,,n,0-10,y,n,n,n,n,N,N,n,,,-87.6354498,41.9122822,"(41.9122822, -87.6354498)"
89,School-Ready Therapy,23527 East Road,Lake Zurich,60047,847.438.0993,mary@school-readytherapy.com,"23527 East Road Lake Zurich, IL 60047",http://www.school-readytherapy.com/,Y,N,N,N,N,N,n,N,N,N,n,y,n,n/A,n/A,n,3-18 yrs,y,n,n,n,n,N,N,n,,,-88.0491682,42.2054469,"(42.2054469, -88.0491682)"
90,Small Friends Therapy,4457 N. Maplewood Ave.,Chicago,60625,773.951.7201,smallfriendstherapy@gmail.com,"4457 N. Maplewood Ave. Chicago, IL 60625",http://www.smallfriendstherapy.com/index.html,Y,N,N,N,N,N,n,N,N,N,y,n,n,n/A,n/A,n,3-21 yrs,y,n,n,n,n,N,N,n,,,-87.69216209999999,41.9629393,"(41.9629393, -87.69216209999999)"
91,Hand Therapy & Occupational Rehab Services,6320 159th St. Ste. F,Oak Forest,60452,708.687.8768,asharm@handrehabclinic.com,"6320 159th St. Ste. F Oak Forest, IL 60452",http://www.handrehabclinic.com/Pediatric-Therapy.html,Y,N,N,N,Y,N,n,N,N,N,n,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-87.77447529999999,41.6030405,"(41.6030405, -87.77447529999999)"
92,Therapeutic Links,15 Commerce Dr. #111,Grayslake,60030,847.548.3458,sharon@therapeuticlinks.com,"15 Commerce Dr. #111 Grayslake, IL 60030",http://www.therapeuticlinks.com/,Y,N,N,N,Y,N,n,N,N,Y,y,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-88.0192635,42.3438158,"(42.3438158, -88.0192635)"
93,"Timber Ridge Pediatric Therapy, LLC, WEE Speech, PC",8833 Gross Point Rd. Ste. 307,Skokie,60077,847.877.5210,info@timberridgetherapy.com,"8833 Gross Point Rd. Ste. 307 Skokie, IL 60077",http://timberridgetherapy.com/wp/,Y,Y,Y,N,Y,N,n,N,N,Y,y,y,n,n/A,n/A,n,0-21,y,n,n,n,n,N,N,n,,,-87.75504649999999,42.0416943,"(42.0416943, -87.75504649999999)"
94,By Your Side,"16W361 S. Frontage Rd, Suite 131",Burr Ridge,60527,630.590.5571,info@byyoursideac.com,"16W361 S. Frontage Rd, Suite 131 Burr Ridge, IL 60527",http://byyoursideac.com/,Y,Y,N,N,N,Y,y,N,N,Y,y,y,n,n/A,n/A,n,3 and up,y,n,n,n,n,N,N,n,,,-87.94214819999999,41.73891800000001,"(41.73891800000001, -87.94214819999999)"
95,By Your Side,1920 Thoreau Dr. N #180,Schaumburg,60173,847.496.5513,info@byyoursideac.com,"1920 Thoreau Dr. N #180 Schaumburg, IL 60173",http://byyoursideac.com/,Y,Y,N,N,N,Y,Y,N,N,Y,y,y,n,n/A,n/A,n,3 and up,y,n,n,n,n,N,N,n,,,-88.04249829999999,42.0634765,"(42.0634765, -88.04249829999999)"
96,Center for Speech and Language Disorders,820 N. Orleans,Chicago,60654,630.652.0200,maryb@csld.org,"820 N. Orleans Chicago, IL 60654",http://www.csld.org/,N,Y,N,N,N,N,n,N,N,Y,n,y,n,n/A,n/A,n,3-21,y,n,n,n,n,N,N,n,,,-87.6383026,41.8972278,"(41.8972278, -87.6383026)"
97,Center for Speech and Language Disorders,310-D S. Main St.,Lombard,60148,630.652.0200,maryb@csld.org,"310-D S. Main St. Lombard, IL 60148",http://www.csld.org,N,Y,N,N,N,N,n,N,N,Y,n,y,n,n/A,n/A,n,3-21,y,n,n,n,n,N,N,n,,,-88.0184438,41.88221619999999,"(41.88221619999999, -88.0184438)"
98,Charlie's Gift Center for Autism and Related Disorders,1048 W. Ogden Ave. #200,Downers Grove,60515,630.810.1200,cromanini@charliesgift.org,"1048 W. Ogden Ave. #200 Downers Grove, IL 60515",http://www.thecommunityhouse.org/what-we-do/charliesgift/,Y,Y,N,N,n,N,y,N,N,Y,n,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-115.3539433,47.5982908,"(47.5982908, -115.3539433)"
99,Chicago Speech Therapy,1422 W. Willow St. Ste. 101,Chicago,60642,312.399.0370,quinnniego@gmail.com,"1422 W. Willow St. Ste. 101 Chicago, IL 60642",http://www.chicagospeechtherapy.com/,N,Y,N,N,N,N,n,N,N,N,y,y,n,n/A,n/A,n,1-12,y,n,n,n,n,N,N,n,,,-87.6628611,41.9145142,"(41.9145142, -87.6628611)"
100,Chicago Occupational Therapy,1422 W. Willow St. Ste.100,Chicago,60642,773.980.0300,quinnniego@gmail.com,"1422 W. Willow St. Ste.100 Chicago, IL 60642",www.chicagooccupationaltherapy.com,Y,N,N,N,N,N,n,N,N,N,y,y,n,n/A,n/A,n,1-12,y,n,n,n,n,N,N,n,,,-87.6628611,41.9145142,"(41.9145142, -87.6628611)"
101,Chicago ABA Therapy,"1422 W. Willow, Ste. 102",Chicago,60642,773.630.4400,quinnniego@gmail.com,"1422 W. Willow, Ste. 102 Chicago, IL 60642",www.chicagoabatherapy.com,N,N,N,N,N,Y,n,N,N,N,y,y,n,n/A,n/A,n,1-12,y,n,n,n,n,N,N,n,,,-87.6628611,41.9145142,"(41.9145142, -87.6628611)"
102,Communication is the Key,2109 E. 87th St.,Chicago,60617,773.517.7669,,"2109 E. 87th St. Chicago, IL 60617",http://www.chicagokidsandadultsspeechtherapy.com/,N,Y,N,N,n,N,n,N,N,N,n,y,n,n/A,n/A,n,2.5 and up,y,n,n,n,n,N,N,n,,,-87.57282070000001,41.7368216,"(41.7368216, -87.57282070000001)"
103,Communication Therapy Services,55 Ascot Ln.,Aurora,60504,630.499.9169,info@communicationtherapyservices.com,"55 Ascot Ln. Aurora, IL 60504",http://www.communicationtherapyservices.com/,Y,Y,N,N,n,N,n,N,N,Y,n,y,n,n/A,n/A,n,2-18 yrs,y,n,n,n,n,N,N,n,,,-88.2461754,41.7539375,"(41.7539375, -88.2461754)"
104,Community Therapy Services,40 W 310 LaFox Rd. Ste. A1/B1,St. Charles,60175,630.444.0077,info@ctspediatrics.com,"40 W 310 LaFox Rd. Ste. A1/B1 St. Charles, IL 60175",http://ctspediatrics.com/,Y,Y,Y,N,Y,N,n,N,N,Y,y,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-88.401715,41.9378602,"(41.9378602, -88.401715)"
105,Comprehensive SLP,778 W. Frontage Rd. Ste. 104,Northfield,60093,847.291.0700,mara.lane8@gmail.com,"778 W. Frontage Rd. Ste. 104 Northfield, IL 60093",http://comprehensiveslp.com/,N,Y,N,N,n,N,n,N,N,Y,n,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-87.7768713,42.1122636,"(42.1122636, -87.7768713)"
106,EB Pediatric Resources,633 W. Addison,Chicago,60613,312.458.9865,pediatricresources@sbcglobal.net,"633 W. Addison Chicago, IL 60613",http://pediatricresources.org/,Y,Y,N,Y,Y,Y,n,N,N,N,y,y,n,n/A,n/A,n,0-18,y,n,n,n,n,N,N,n,,,-87.6467223,41.94729,"(41.94729, -87.6467223)"
107,Lina Lendraitis,720 Lake St. Ste. 201,Oak Park,60301,708.466.2211,slp.lina@gmail.com,"720 Lake St. Ste. 201 Oak Park, IL 60301",,N,Y,N,N,N,N,n,N,N,N,n,y,n,n/A,n/A,n,4 and up,y,n,n,n,n,N,N,n,,,-87.7936878,41.8888268,"(41.8888268, -87.7936878)"
108,Diane Gould,747 Lake Cook Rd. Ste. 213 E,Deerfield,60015,847.917.5385,dgould847@gmail.com,"747 Lake Cook Rd. Ste. 213 E Deerfield, IL 60015",http://dianegouldtherapy.com/,N,N,N,N,N,N,Y,N,N,N,N,Y,N,,,N,ALL AGES,N,N,N,N,N,N,N,N,,,-87.84661589999999,42.1523122,"(42.1523122, -87.84661589999999)"
109,Diane Gould,825 N. Cass Ave. Ste. 311,Westmont,60559,847.917.5385,dgould847@gmail.com,"825 N. Cass Ave. Ste. 311 Westmont, IL 60559",http://dianegouldtherapy.com/,N,N,N,N,N,N,Y,N,N,N,N,Y,N,,,N,ALL AGES,N,N,N,N,N,N,N,N,,,-87.97566560000001,41.8159866,"(41.8159866, -87.97566560000001)"
110,SociAbility Northbrook,899 Skokie Blvd.,Northbrook,60062,847.559.3240,staff@sociabilitychicago.org,"899 Skokie Blvd. Northbrook, IL 60062",https://www.sociabilitychicago.org/,N,N,N,N,N,N,Y,N,N,N,N,Y,N,,,N,ALL AGES,Y,Y,N,N,N,N,N,N,,,-87.7901931,42.1365634,"(42.1365634, -87.7901931)"
111,SociAbility Chicago,"500 N. Dearborn, Ste. 1012",Chicago,60654,847.559.3240,staff@sociabilitychicago.org,"500 N. Dearborn, Ste. 1012 Chicago, IL 60654",https://www.sociabilitychicago.org/,N,N,N,N,N,N,Y,N,N,N,N,Y,N,,,N,ALL AGES,Y,Y,N,N,N,N,N,N,,,-87.63009079999999,41.891129,"(41.891129, -87.63009079999999)"
112,Wellspring Clinical Associates,"5950 S. Lincoln Ave., Unit W",Lisle,60532,630.541.8930,,"5950 S. Lincoln Ave., Unit W Lisle, IL 60532",https://www.wca-il.com/,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,,,N,ALL AGES,Y,Y,N,N,N,N,N,N,,,-88.07204999999999,41.7768171,"(41.7768171, -88.07204999999999)"
113,Oto Ling,1020 E. Ogden Ave. Ste 212,Naperville,60563,630.305.8288,otoling@mac.com,"1020 E. Ogden Ave. Ste 212 Naperville, IL 60563",http://www.otoling.com/Welcome_To_OtoLing.html,N,Y,N,N,N,N,n,N,N,N,n,y,n,n/A,n/A,n,3 and up,y,n,n,n,n,N,N,n,,,-88.1297809,41.790647,"(41.790647, -88.1297809)"
114,Play and Say Therapy,6650 N. Northwest Hwy. Ste. 208,Chicago,60631,773.775.6651,playandsaytherapy@gmail.com,"6650 N. Northwest Hwy. Ste. 208 Chicago, IL 60631",http://www.playandsaytherapy.com/index.html,N,Y,N,N,,N,n,N,N,Y,n,y,n,n/A,n/A,n,3 and up,y,n,n,n,n,N,N,n,,,-87.8147115,42.00165399999999,"(42.00165399999999, -87.8147115)"
115,Anna Rooney Speech Therapy,,Chicago,,773.680.6264,annaroon@comcast.net,,http://www.speechlanguagetherapychicago.com/home,N,Y,N,N,Y,N,n,N,N,N,y,n,n,n/A,n/A,n,all ages,n,n,n,n,n,N,N,n,,,,,
116,Social Butterfly Inc.,825 Cass Ave. Ste. 311,Westmont,60559,708.533.1543,info@sbspeechtherapy.com,"825 Cass Ave. Ste. 311 Westmont, IL 60559",http://www.sbspeechtherapy.com/,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,,,N,18 MOS AND UP,Y,N,N,N,N,N,N,N,,,-87.97566560000001,41.8159866,"(41.8159866, -87.97566560000001)"
117,"Sweeney, Augustin & Associates",5225 Old Orchard Rd. Ste. 44,Skokie,60077,847.583.9502,caugustin@sweeneyaugustin.com,"5225 Old Orchard Rd. Ste. 44 Skokie, IL 60077",http://sweeneyaugustin.com/,N,Y,N,N,,N,N,N,N,Y,N,Y,N,,,N,ALL AGES,?,N,N,N,N,N,N,N,,,-87.7585603,42.0624709,"(42.0624709, -87.7585603)"
118,Vital Rehabilitation,5820 W. Irving Park Rd.,Chicago,60634,773.685.8482,contact@vitalrehabilitation.com,"5820 W. Irving Park Rd. Chicago, IL 60634",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.772758,41.953413,"(41.953413, -87.772758)"
119,Vital Rehabilitation,840 W. Irving Park Rd.,Chicago,60613,773.685.8482,contact@vitalrehabilitation.com,"840 W. Irving Park Rd. Chicago, IL 60613",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.65108939999999,41.95468109999999,"(41.95468109999999, -87.65108939999999)"
120,Vital Rehabilitation,6445 N. Central Ave.,Chicago,60646,773.685.8482,contact@vitalrehabilitation.com,"6445 N. Central Ave. Chicago, IL 60646",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.76313569999999,41.9986418,"(41.9986418, -87.76313569999999)"
121,Vital Rehabilitation,5647 N. Milwaukee Ave.,Chicago,69646,773.685.8482,contact@vitalrehabilitation.com,"5647 N. Milwaukee Ave. Chicago, IL 69646",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.7751792,41.9842387,"(41.9842387, -87.7751792)"
122,Vital Rehabilitation,2632 E. Dempster St. ,Des Plaines,60016,773.685.8482,contact@vitalrehabilitation.com,"2632 E. Dempster St.  Des Plaines, IL 60016",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.858682,42.0401299,"(42.0401299, -87.858682)"
123,Vital Rehabilitation,1025 W. Wise Rd. Ste. 100,Schaumburg,60193,773.685.8482,contact@vitalrehabilitation.com,"1025 W. Wise Rd. Ste. 100 Schaumburg, IL 60193",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-88.10625399999999,42.00384500000001,"(42.00384500000001, -88.10625399999999)"
124,Vital Rehabilitation,11240 S. Western Ave.,Chicago,60643,773.685.8482,contact@vitalrehabilitation.com,"11240 S. Western Ave. Chicago, IL 60643",http://vitalrehabilitation.businesscatalyst.com/index.html,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,AQUATIC THERAPY,-87.6813426,41.6886058,"(41.6886058, -87.6813426)"
125,The Center for Hope & Healing,"16W241 S. Frontage Rd., Ste. 35",Burr Ridge,60527,630.468.2341,jkpaganis13@comcast.net,"16W241 S. Frontage Rd., Ste. 35 Burr Ridge, IL 60527",http://www.thecenterforhopeandhealing.com/index.php,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,,,N,0-18 YRS,Y,N,N,N,N,N,N,N,,,-87.9411681,41.742066,"(41.742066, -87.9411681)"
126,Kids on the Grow,2157 N. Damen Ave. Suite 2C,Chicago,60647,773.278.4769,info@kidsonthegrow.com,"2157 N. Damen Ave. Suite 2C Chicago, IL 60647",http://www.kidsonthegrow.com/index,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,,,N,0-12 YRS,Y,N,N,N,N,N,N,N,,,-87.6774526,41.9211177,"(41.9211177, -87.6774526)"
127,ABA Midwest,1530 S. State,Chicago,60605,(312) 375-1000,,"1530 S. State Chicago, IL 60605",http://www.abamidwestltd.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2 AND UP,Y,N,N,N,N,N,N,N,,,-87.628152,41.86104700000001,"(41.86104700000001, -87.628152)"
128,ABS Behavioral Services,8833 Gross Pointe Rd.,Skokie,60077,770-880-8002,sarah@absbehavioralservices.com,"8833 Gross Pointe Rd. Skokie, IL 60077",http://www.absbehavioralservices.com/,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,,,N,0-18,Y,N,N,N,N,N,N,N,,,-87.75504649999999,42.0416943,"(42.0416943, -87.75504649999999)"
129,"BGF Performance Systems, LLC",4801 W. Peterson Ave. Suite 512,Chicago,60646,773.539.7099,info@bgfperformance.com,"4801 W. Peterson Ave. Suite 512 Chicago, IL 60646",http://www.bgfperformance.com/,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,,,N,0-18,Y,N,N,N,N,N,N,N,,,-87.7490376,41.9895951,"(41.9895951, -87.7490376)"
130,"Mobile Therapy Centers of American, LLC",1870 W. Winchester Rd. #203,Libertyville,60048,847.816.7200,info@mtcus.com,"1870 W. Winchester Rd. #203 Libertyville, IL 60048",https://mtcus.com/,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.9941808,42.2981569,"(42.2981569, -87.9941808)"
131,"ABA Chicago, Inc",30 E. Huron St. #1106,Chicago,60611,847.997.7157,intake@abachicago.com,"30 E. Huron St. #1106 Chicago, IL 60611",http://www.abachicago.com/,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,,,N,0-18,Y,N,N,N,N,N,N,N,,,-87.62658429999999,41.8951072,"(41.8951072, -87.62658429999999)"
132,Autism Family Center,560 Green Bay Road,Winnetka,60093,847.814.1096,laurenrabin@autismfamilycenter.com,"560 Green Bay Road Winnetka, IL 60093",http://www.autismfamilycenter.com/,N,n,n,n,n,y,n,n,n,n,y,y,Y,PREK-K,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.7345373,42.1065354,"(42.1065354, -87.7345373)"
133,Autism Family Center,3375 Commercial Ave.,Northbrook,60062,847.814.1096,laurenrabin@autismfamilycenter.com,"3375 Commercial Ave. Northbrook, IL 60062",http://www.autismfamilycenter.com/,N,n,n,n,n,y,n,n,n,n,y,y,Y,PREK-K,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.86177599999999,42.1461061,"(42.1461061, -87.86177599999999)"
134,Autism Family Center,670 W. Hubbard St.,Chicago,60654,847.814.1096,laurenrabin@autismfamilycenter.com,"670 W. Hubbard St. Chicago, IL 60654",http://www.autismfamilycenter.com/,N,n,n,n,n,y,n,n,n,n,y,y,Y,PREK-K,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.64558799999999,41.8903615,"(41.8903615, -87.64558799999999)"
135,"Autism Home Support Service, Inc.","85 Revere Drive, Suite AA",Northbrook,60062,847.564.0822,contact@autismhomesupport.com,"85 Revere Drive, Suite AA Northbrook, IL 60062",http://autismhomesupport.com/,N,Y,N,N,N,Y,n,n,n,n,y,y,n,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.803963,42.1506704,"(42.1506704, -87.803963)"
136,"Autism Home Support Service, Inc.","3385 N. Arlington Heights Rd., Ste. K",Arlington Heights,60004,847.564.0822,contact@autismhomesupport.com,"3385 N. Arlington Heights Rd., Ste. K Arlington Heights, IL 60004",http://autismhomesupport.com/,N,Y,N,N,N,Y,n,n,n,n,y,y,n,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.9845416,42.1366203,"(42.1366203, -87.9845416)"
137,Center for Autism & Related Disorders,212 S. Marion St. Suite 11,Oak Park ,60302,708.358.3000,m.remoquillo@centerforautism.com,"212 S. Marion St. Suite 11 Oak Park , IL 60302",http://www.centerforautism.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.802297,41.8851892,"(41.8851892, -87.802297)"
138,Center for Autism & Related Disorders,603 E. Diehl Rd. Ste. 123,Naperville,60563,331.826.0226,m.mattucci@centerforautism.com,"603 E. Diehl Rd. Ste. 123 Naperville, IL 60563",http://www.centerforautism.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-88.1377553,41.803655,"(41.803655, -88.1377553)"
139,Center for Autism & Related Disorders,"1801 W. Warner Ave., Ste. 101",Chicago,60613,708.358.3000,m.remoquillo@centerforautism.com,"1801 W. Warner Ave., Ste. 101 Chicago, IL 60613",http://www.centerforautism.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-87.6746793,41.9566908,"(41.9566908, -87.6746793)"
